datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,Total_Sales,High_Demand,Weekday_Encoded
2015-12-30,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0,2015,12,Wednesday,90.149,1,3
2015-12-31,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0,2015,12,Thursday,90.709,1,4
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,Friday,0.0,0,5
2016-01-02,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0,2016,1,Saturday,64.56,1,6
2016-01-03,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0,2016,1,Sunday,73.6,1,0
2016-01-04,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0,2016,1,Monday,84.92,1,1
2016-01-05,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0,2016,1,Tuesday,75.52000000000001,1,2
2016-01-06,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0,2016,1,Wednesday,93.56,1,3
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,Thursday,0.0,0,4
2016-01-08,8.0,3.463,7.7,39.2,8.0,3.0,2.0,2.0,2016,1,Friday,73.363,1,5
2016-01-09,7.33,2.66,5.0,88.3,9.0,0.0,3.0,3.0,2016,1,Saturday,118.29,1,6
2016-01-10,7.0,4.033,12.0,67.6,8.0,1.0,1.0,0.0,2016,1,Sunday,100.633,1,0
2016-01-11,9.34,5.66,7.0,64.9,18.0,0.0,0.0,4.0,2016,1,Monday,108.9,1,1
2016-01-12,12.0,3.132,12.0,61.35,8.0,0.0,0.0,0.0,2016,1,Tuesday,96.482,1,2
2016-01-13,9.0,1.66,5.0,41.7,15.0,0.0,1.0,2.0,2016,1,Wednesday,75.36,1,3
2016-01-14,2.0,5.155,6.0,69.0,18.0,0.0,8.0,2.0,2016,1,Thursday,110.155,1,4
2016-01-15,8.98,4.66,10.6,18.1,8.0,0.0,10.0,2.0,2016,1,Friday,62.34,1,5
2016-01-16,3.34,5.34,6.0,63.6,11.0,0.0,2.0,1.0,2016,1,Saturday,92.28,1,6
2016-01-17,7.01,1.604,3.9,46.6,4.0,0.0,0.0,1.0,2016,1,Sunday,64.114,1,0
2016-01-18,3.5,2.99,4.3,62.8,3.0,2.0,9.0,2.0,2016,1,Monday,89.59,1,1
2016-01-19,6.0,5.66,6.0,49.8,7.0,0.0,0.0,3.0,2016,1,Tuesday,77.46,1,2
2016-01-20,2.32,3.363,3.0,15.1,29.0,3.0,3.0,2.0,2016,1,Wednesday,60.783,1,3
2016-01-21,5.0,1.43,1.0,68.4,8.0,4.0,6.0,5.0,2016,1,Thursday,98.83,1,4
2016-01-22,0.83,7.678,7.0,39.5,11.0,0.0,10.0,0.0,2016,1,Friday,76.008,1,5
2016-01-23,6.33,6.132,7.1,36.8,4.0,0.0,6.0,2.0,2016,1,Saturday,68.362,1,6
2016-01-24,4.0,6.122,11.3,48.1,3.0,0.0,12.0,3.0,2016,1,Sunday,87.522,1,0
2016-01-25,10.33,4.26,4.0,46.95,12.0,2.0,10.0,1.5,2016,1,Monday,91.04,1,1
2016-01-26,5.68,4.069,8.0,30.3,9.0,0.0,15.0,0.0,2016,1,Tuesday,72.049,1,2
2016-01-27,4.34,4.429,3.4,30.062,18.0,5.0,5.0,2.0,2016,1,Wednesday,72.231,1,3
2016-01-28,7.33,6.66,4.4,33.0,4.0,0.0,4.0,3.0,2016,1,Thursday,62.39,1,4
2016-01-29,5.0,8.67,8.6,74.4,3.0,1.0,17.0,2.0,2016,1,Friday,119.67,1,5
2016-01-30,9.0,4.429,5.3,47.462,3.0,2.0,5.0,2.0,2016,1,Saturday,78.191,1,6
2016-01-31,4.33,5.143,3.8,78.9,3.0,0.0,6.0,2.0,2016,1,Sunday,103.173,1,0
2016-02-01,6.34,5.0,7.1,18.0,7.0,0.0,6.0,1.0,2016,2,Monday,50.44,0,1
2016-02-02,14.33,4.878,1.3,39.0,6.0,0.0,0.0,1.0,2016,2,Tuesday,66.508,1,2
2016-02-03,8.0,6.693,11.5,39.062,11.0,5.0,0.0,0.0,2016,2,Wednesday,81.255,1,3
2016-02-04,8.34,4.0,4.2,28.8,5.0,0.0,4.0,4.0,2016,2,Thursday,58.34,0,4
2016-02-05,5.66,2.0,3.0,51.6,7.0,0.0,3.0,1.0,2016,2,Friday,73.26,1,5
2016-02-06,5.33,10.33,3.0,57.162,1.0,0.0,11.0,2.0,2016,2,Saturday,89.822,1,6
2016-02-07,3.66,6.056,4.5,88.2,2.0,0.0,13.0,1.0,2016,2,Sunday,118.416,1,0
2016-02-08,6.33,6.99,5.5,28.038,5.0,0.0,23.0,1.0,2016,2,Monday,75.858,1,1
2016-02-09,7.0,3.33,4.4,47.7,16.0,2.0,1.0,2.0,2016,2,Tuesday,83.43,1,2
2016-02-10,4.34,4.703,7.2,34.1,29.0,0.0,4.0,2.0,2016,2,Wednesday,85.343,1,3
2016-02-11,1.66,4.156,2.7,38.1,10.0,1.0,13.0,4.0,2016,2,Thursday,74.616,1,4
2016-02-12,5.99,6.429,8.5,60.675,4.0,0.0,20.0,1.0,2016,2,Friday,106.594,1,5
2016-02-13,2.67,3.67,5.0,42.4,2.0,0.0,10.0,2.0,2016,2,Saturday,67.74,1,6
2016-02-14,5.84,7.34,3.8,43.6,5.0,0.0,7.0,4.0,2016,2,Sunday,76.58,1,0
2016-02-15,5.33,5.33,5.3,52.2,6.0,0.0,0.0,0.0,2016,2,Monday,74.16,1,1
2016-02-16,7.33,2.32,3.0,29.0,3.0,2.0,9.0,3.0,2016,2,Tuesday,58.65,1,2
2016-02-17,3.0,5.0,4.0,26.6,12.0,1.0,1.0,0.0,2016,2,Wednesday,52.6,0,3
2016-02-18,2.34,1.0,4.3,43.85,3.0,0.0,9.0,1.0,2016,2,Thursday,64.49000000000001,1,4
2016-02-19,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,2016,2,Friday,85.37,1,5
2016-02-20,10.33,4.122,4.0,36.9,5.0,0.0,8.0,3.0,2016,2,Saturday,71.352,1,6
2016-02-21,6.34,4.0,0.0,55.7,5.0,2.0,7.0,4.0,2016,2,Sunday,84.04,1,0
2016-02-22,3.0,5.32,3.0,51.125,10.0,0.0,12.0,4.0,2016,2,Monday,88.445,1,1
2016-02-23,3.0,2.33,2.6,41.3,11.0,0.0,15.0,3.0,2016,2,Tuesday,78.22999999999999,1,2
2016-02-24,7.66,2.33,2.1,35.0,6.0,2.0,5.0,1.0,2016,2,Wednesday,61.09,1,3
2016-02-25,7.99,3.99,5.0,41.0,22.0,1.0,4.0,3.0,2016,2,Thursday,87.98,1,4
2016-02-26,5.0,5.848,4.5,28.55,6.0,2.0,0.0,1.0,2016,2,Friday,52.898,0,5
2016-02-27,8.0,7.0,6.6,25.8,3.0,0.0,5.0,2.0,2016,2,Saturday,57.400000000000006,0,6
2016-02-28,8.0,4.033,10.1,66.5,6.0,0.0,26.0,5.0,2016,2,Sunday,125.633,1,0
2016-02-29,7.0,7.66,4.0,46.2,13.0,0.0,3.0,1.0,2016,2,Monday,81.86,1,1
2016-03-01,10.0,4.0,2.2,31.0,11.0,2.0,0.0,2.0,2016,3,Tuesday,62.2,1,2
2016-03-02,3.33,10.396,5.3,21.3,15.0,2.0,1.0,0.0,2016,3,Wednesday,58.326,0,3
2016-03-03,2.83,2.0,5.0,55.8,2.0,0.0,9.0,4.0,2016,3,Thursday,80.63,1,4
2016-03-04,5.0,0.99,4.4,26.6,3.0,0.0,0.0,0.0,2016,3,Friday,39.99,0,5
2016-03-05,5.0,4.891,8.0,38.0,9.0,0.0,10.0,5.0,2016,3,Saturday,79.89099999999999,1,6
2016-03-06,5.0,8.145,4.9,79.9,2.0,0.0,5.0,7.0,2016,3,Sunday,111.945,1,0
2016-03-07,5.33,7.34,4.0,43.5,3.0,1.0,6.0,1.0,2016,3,Monday,71.17,1,1
2016-03-08,4.0,6.66,3.0,44.0,7.0,0.0,3.0,3.0,2016,3,Tuesday,70.66,1,2
2016-03-09,4.34,5.67,7.0,21.8,7.0,1.0,6.0,4.0,2016,3,Wednesday,56.81,0,3
2016-03-10,6.33,10.33,2.0,23.4,8.0,0.0,2.0,2.0,2016,3,Thursday,54.06,0,4
2016-03-11,3.33,4.363,6.2,22.0,8.0,0.0,18.0,1.0,2016,3,Friday,62.893,1,5
2016-03-12,3.0,6.373,1.4,41.8,4.0,0.0,23.0,1.0,2016,3,Saturday,80.57300000000001,1,6
2016-03-13,2.5,4.134,1.5,59.2,4.0,0.0,4.0,0.34,2016,3,Sunday,75.674,1,0
2016-03-14,4.33,3.32,10.0,35.9,12.0,0.0,23.0,1.0,2016,3,Monday,89.55,1,1
2016-03-15,5.33,3.32,2.0,24.0,7.0,0.0,18.0,3.0,2016,3,Tuesday,62.65,1,2
2016-03-16,5.33,13.34,5.7,37.4,16.0,0.0,4.0,4.0,2016,3,Wednesday,85.77,1,3
2016-03-17,5.66,5.396,5.0,60.2,10.0,0.0,8.0,5.0,2016,3,Thursday,99.256,1,4
2016-03-18,3.34,5.353,5.2,25.462,15.0,2.0,8.0,3.0,2016,3,Friday,67.355,1,5
2016-03-19,10.66,8.33,2.8,19.5,6.0,1.0,5.0,5.0,2016,3,Saturday,58.290000000000006,0,6
2016-03-20,7.99,9.693,2.2,42.2,1.0,0.0,15.0,5.0,2016,3,Sunday,83.083,1,0
2016-03-21,5.0,8.056,6.0,45.7,11.0,0.0,36.0,7.0,2016,3,Monday,118.756,1,1
2016-03-22,2.33,0.0,5.0,42.188,12.0,2.0,4.0,2.0,2016,3,Tuesday,69.518,1,2
2016-03-23,4.0,3.0,6.0,24.25,22.0,1.0,0.0,3.0,2016,3,Wednesday,63.25,1,3
2016-03-24,6.84,2.0,3.0,32.0,4.0,0.0,8.0,2.0,2016,3,Thursday,57.84,0,4
2016-03-25,7.0,7.35,4.2,42.8,8.0,0.0,3.0,3.0,2016,3,Friday,75.35,1,5
2016-03-26,2.5,0.66,7.5,33.25,4.0,0.0,0.0,5.0,2016,3,Saturday,52.91,0,6
2016-03-27,7.83,5.449,13.7,63.3,11.0,1.0,1.0,4.0,2016,3,Sunday,107.279,1,0
2016-03-28,3.34,2.34,1.7,24.6,20.0,0.0,4.0,4.5,2016,3,Monday,60.48,1,1
2016-03-29,5.68,1.33,3.2,36.2,4.0,0.0,12.0,1.0,2016,3,Tuesday,63.41,1,2
2016-03-30,7.16,2.68,7.4,22.2,3.0,0.0,12.0,5.0,2016,3,Wednesday,59.44,1,3
2016-03-31,2.33,8.68,2.9,31.25,1.0,0.0,5.0,5.0,2016,3,Thursday,56.16,0,4
2016-04-01,6.33,3.01,2.7,50.4,4.0,0.0,16.0,10.5,2016,4,Friday,92.94,1,5
2016-04-02,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,2016,4,Saturday,75.37,1,6
2016-04-03,9.67,7.396,5.3,73.5,5.0,0.0,6.0,11.0,2016,4,Sunday,117.866,1,0
2016-04-04,7.0,5.231,5.0,21.6,3.0,1.0,11.0,2.0,2016,4,Monday,55.831,0,1
2016-04-05,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,2016,4,Tuesday,84.63,1,2
2016-04-06,6.66,5.363,2.0,15.25,7.0,0.0,6.0,3.0,2016,4,Wednesday,45.273,0,3
2016-04-07,6.33,5.98,4.0,21.0,7.0,2.0,4.0,8.2,2016,4,Thursday,58.510000000000005,1,4
2016-04-08,7.67,3.66,5.0,42.3,2.0,1.0,3.0,4.4,2016,4,Friday,69.03,1,5
2016-04-09,9.0,9.01,3.1,38.8,7.0,0.0,14.0,3.0,2016,4,Saturday,83.91,1,6
2016-04-10,5.0,6.67,5.15,21.4,4.0,1.0,11.0,8.0,2016,4,Sunday,62.22,1,0
2016-04-11,0.33,4.99,3.0,26.0,11.0,2.0,17.0,6.0,2016,4,Monday,70.32,1,1
2016-04-12,4.34,4.65,6.0,41.6,19.0,1.0,2.0,5.0,2016,4,Tuesday,83.59,1,2
2016-04-13,6.33,3.066,3.0,34.0,22.33333333,0.0,2.0,3.0,2016,4,Wednesday,73.72933333,1,3
2016-04-14,2.66,2.32,8.5,44.225,9.0,0.0,4.0,6.0,2016,4,Thursday,76.705,1,4
2016-04-15,4.33,3.056,2.7,23.6,6.0,0.0,10.0,4.2,2016,4,Friday,53.886,0,5
2016-04-16,5.34,6.66,5.3,33.0,11.0,0.0,8.0,8.5,2016,4,Saturday,77.8,1,6
2016-04-17,4.33,8.175,3.0,52.8,2.0,0.0,7.0,7.2,2016,4,Sunday,84.505,1,0
2016-04-18,3.66,2.0,5.0,22.1,15.0,3.0,7.0,7.0,2016,4,Monday,64.76,1,1
2016-04-19,3.0,1.34,8.3,24.3,7.0,0.0,6.0,4.0,2016,4,Tuesday,53.94,0,2
2016-04-20,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,2016,4,Wednesday,59.49,1,3
2016-04-21,3.0,3.464,3.0,21.6,6.0,0.0,0.0,2.3,2016,4,Thursday,39.364,0,4
2016-04-22,6.0,5.67,4.0,21.9,4.0,0.0,6.0,1.0,2016,4,Friday,48.57,0,5
2016-04-23,13.66,3.69,8.0,33.2,8.0,0.0,0.0,4.5,2016,4,Saturday,71.05000000000001,1,6
2016-04-24,1.0,6.66,5.5,36.95,3.0,0.0,6.0,5.0,2016,4,Sunday,64.11,1,0
2016-04-25,6.67,1.66,7.25,21.7,20.0,1.0,3.0,2.5,2016,4,Monday,63.78,1,1
2016-04-26,5.33,4.99,7.0,27.2,19.0,0.0,7.0,2.0,2016,4,Tuesday,72.52,1,2
2016-04-27,5.66,7.495,7.0,47.4,27.0,0.0,1.0,2.0,2016,4,Wednesday,97.555,1,3
2016-04-28,4.66,6.34,6.0,28.0,17.66666667,0.0,12.0,12.0,2016,4,Thursday,86.66666667,1,4
2016-04-29,6.66,3.0,2.5,37.0,15.0,0.0,1.0,3.2,2016,4,Friday,68.36,1,5
2016-04-30,9.66,10.32,7.0,47.812,11.0,0.0,1.0,4.5,2016,4,Saturday,91.292,1,6
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,Sunday,0.0,0,0
2016-05-02,4.0,1.02,1.0,39.2,7.0,0.0,5.0,2.0,2016,5,Monday,59.22,1,1
2016-05-03,6.33,5.99,3.0,23.9,3.0,0.0,0.0,2.0,2016,5,Tuesday,44.22,0,2
2016-05-04,7.34,3.0,5.0,32.2,4.0,0.0,1.0,2.0,2016,5,Wednesday,54.540000000000006,0,3
2016-05-05,4.66,3.0,6.0,41.0,16.0,3.0,1.0,2.0,2016,5,Thursday,76.66,1,4
2016-05-06,4.0,2.99,1.0,33.6,7.0,0.0,1.0,3.0,2016,5,Friday,52.59,0,5
2016-05-07,3.99,8.34,4.0,47.2,5.0,1.0,0.0,10.0,2016,5,Saturday,79.53,1,6
2016-05-08,5.0,10.66,1.0,40.4,12.0,0.0,1.0,11.0,2016,5,Sunday,81.06,1,0
2016-05-09,5.67,6.363,5.0,29.2,3.0,0.0,2.0,5.0,2016,5,Monday,56.233,0,1
2016-05-10,7.33,3.67,7.0,28.25,4.0,0.0,2.0,3.5,2016,5,Tuesday,55.75,0,2
2016-05-11,5.33,4.66,4.0,23.0,13.0,0.0,3.0,2.0,2016,5,Wednesday,54.99,0,3
2016-05-12,3.01,1.759,8.0,28.1,8.0,1.0,2.0,0.0,2016,5,Thursday,51.869,0,4
2016-05-13,2.33,2.33,3.0,37.0,9.0,0.0,0.0,5.0,2016,5,Friday,58.66,1,5
2016-05-14,5.34,4.67,5.55,31.25,13.0,0.0,21.0,1.0,2016,5,Saturday,81.81,1,6
2016-05-15,5.33,8.188,1.2,44.1,6.0,0.0,5.0,4.0,2016,5,Sunday,73.818,1,0
2016-05-16,5.0,3.66,2.0,24.0,17.0,0.0,2.0,3.0,2016,5,Monday,56.66,0,1
2016-05-17,4.0,2.33,7.1,38.4,4.0,0.0,1.0,3.2,2016,5,Tuesday,60.03,1,2
2016-05-18,4.0,5.33,5.25,35.0,7.0,0.0,1.0,5.0,2016,5,Wednesday,62.58,1,3
2016-05-19,6.34,5.66,2.0,30.5,10.0,0.0,16.0,3.0,2016,5,Thursday,73.5,1,4
2016-05-20,3.0,1.132,3.0,14.0,14.0,2.0,9.0,5.0,2016,5,Friday,51.132,0,5
2016-05-21,2.0,5.34,5.2,42.5,3.0,0.0,17.0,5.0,2016,5,Saturday,80.03999999999999,1,6
2016-05-22,4.34,4.51,9.05,55.6,6.0,1.0,0.0,10.0,2016,5,Sunday,90.5,1,0
2016-05-23,5.0,2.363,5.0,54.7,19.0,0.0,7.0,4.0,2016,5,Monday,97.063,1,1
2016-05-24,12.0,3.167,4.0,32.0,3.0,0.0,3.0,2.0,2016,5,Tuesday,59.167,1,2
2016-05-25,8.34,1.67,6.0,25.05,16.0,1.0,0.0,1.2,2016,5,Wednesday,59.260000000000005,1,3
2016-05-26,4.67,5.33,5.35,24.8,20.0,1.0,0.0,9.0,2016,5,Thursday,70.15,1,4
2016-05-27,8.67,2.683,5.25,17.0,14.0,7.0,2.0,6.0,2016,5,Friday,62.603,1,5
2016-05-28,12.33,0.363,3.0,43.0,4.0,0.0,4.0,9.0,2016,5,Saturday,75.693,1,6
2016-05-29,8.67,4.33,6.0,31.8,2.0,1.0,5.0,9.2,2016,5,Sunday,68.0,1,0
2016-05-30,3.34,3.023,4.1,29.4,3.0,0.0,7.0,8.0,2016,5,Monday,57.863,0,1
2016-05-31,6.0,3.33,3.5,21.0,3.0,0.0,13.0,2.0,2016,5,Tuesday,51.83,0,2
2016-06-01,9.0,1.1,2.0,20.0,11.0,0.0,7.0,5.0,2016,6,Wednesday,55.1,0,3
2016-06-02,2.33,6.0,1.05,21.25,18.0,3.0,4.0,1.0,2016,6,Thursday,56.63,0,4
2016-06-03,7.33,3.0,4.0,18.0,8.0,0.0,1.0,7.0,2016,6,Friday,48.33,0,5
2016-06-04,3.33,3.34,3.3,21.0,2.0,0.0,0.0,4.0,2016,6,Saturday,36.97,0,6
2016-06-05,10.34,3.066,4.3,23.4,5.0,0.0,3.0,4.0,2016,6,Sunday,53.106,0,0
2016-06-06,5.33,2.802,4.0,26.2,5.0,0.0,6.0,6.0,2016,6,Monday,55.332,0,1
2016-06-07,6.0,3.363,4.1,28.5,13.0,0.0,10.0,3.0,2016,6,Tuesday,67.963,1,2
2016-06-08,8.66,1.33,5.5,45.062,10.0,0.0,5.0,6.0,2016,6,Wednesday,81.55199999999999,1,3
2016-06-09,8.67,4.33,2.0,20.6,7.0,0.0,1.0,4.2,2016,6,Thursday,47.8,0,4
2016-06-10,8.33,4.0,4.0,26.0,11.0,2.0,0.0,5.0,2016,6,Friday,60.33,1,5
2016-06-11,10.66,2.825,2.0,35.6,4.0,1.0,10.0,8.0,2016,6,Saturday,74.08500000000001,1,6
2016-06-12,8.34,7.353,3.4,47.0,8.0,0.0,4.0,6.0,2016,6,Sunday,84.093,1,0
2016-06-13,5.66,4.736,1.0,15.0,7.0,0.0,1.0,2.0,2016,6,Monday,36.396,0,1
2016-06-14,2.33,6.0,6.1,17.4,17.0,1.0,2.0,3.0,2016,6,Tuesday,54.83,0,2
2016-06-15,5.0,5.495,7.0,35.0,22.0,1.0,1.0,6.0,2016,6,Wednesday,82.495,1,3
2016-06-16,4.0,0.33,1.0,20.5,4.0,0.0,22.0,3.0,2016,6,Thursday,54.83,0,4
2016-06-17,3.34,3.67,3.65,20.0,8.0,0.0,4.0,4.0,2016,6,Friday,46.66,0,5
2016-06-18,2.0,4.33,6.5,37.5,1.0,0.0,5.0,4.0,2016,6,Saturday,60.33,1,6
2016-06-19,6.34,6.01,3.0,40.0,1.0,0.0,7.0,15.0,2016,6,Sunday,78.35,1,0
2016-06-20,7.34,3.34,6.0,22.388,5.0,0.0,8.0,6.0,2016,6,Monday,58.068,0,1
2016-06-21,7.33,4.66,9.0,23.0,15.0,0.0,7.0,5.6,2016,6,Tuesday,71.59,1,2
2016-06-22,2.0,6.067,2.3,42.0,6.0,0.0,2.0,2.0,2016,6,Wednesday,62.367,1,3
2016-06-23,3.0,0.33,2.3,19.0,5.0,0.0,1.0,3.0,2016,6,Thursday,33.629999999999995,0,4
2016-06-24,6.0,2.34,3.05,19.0,15.0,0.0,1.0,2.0,2016,6,Friday,48.39,0,5
2016-06-25,5.68,4.99,8.0,20.25,5.0,0.0,1.0,4.0,2016,6,Saturday,48.92,0,6
2016-06-26,3.0,3.845,2.0,17.4,20.0,0.0,2.0,3.0,2016,6,Sunday,51.245,0,0
2016-06-27,6.0,3.067,5.25,24.0,9.0,0.0,9.0,2.0,2016,6,Monday,58.317,0,1
2016-06-28,1.33,1.429,2.25,24.0,20.0,5.0,2.0,7.0,2016,6,Tuesday,63.009,1,2
2016-06-29,7.0,8.01,6.5,22.0,12.5,7.0,1.0,2.0,2016,6,Wednesday,66.00999999999999,1,3
2016-06-30,4.0,3.803,3.2,9.0,6.0,0.0,0.0,2.0,2016,6,Thursday,28.003,0,4
2016-07-01,4.0,2.01,5.5,24.0,1.0,0.0,20.0,7.0,2016,7,Friday,63.51,1,5
2016-07-02,4.66,5.132,6.0,25.4,9.0,0.0,2.0,3.0,2016,7,Saturday,55.192,0,6
2016-07-03,6.67,4.165,5.4,18.6,4.0,0.0,11.0,5.0,2016,7,Sunday,54.835,0,0
2016-07-04,8.34,5.34,1.15,14.0,8.0,3.0,7.0,6.0,2016,7,Monday,52.83,0,1
2016-07-05,6.0,4.01,2.0,19.0,10.0,0.0,0.0,3.0,2016,7,Tuesday,44.01,0,2
2016-07-06,9.33,5.726,5.0,30.0,5.0,0.0,8.0,4.0,2016,7,Wednesday,67.056,1,3
2016-07-07,7.34,5.01,1.0,21.0,11.0,1.0,0.0,2.0,2016,7,Thursday,48.35,0,4
2016-07-08,1.34,7.056,9.2,28.0,12.0,1.0,0.0,4.3,2016,7,Friday,62.896,1,5
2016-07-09,3.33,6.0,4.5,11.0,12.0,0.0,0.0,2.0,2016,7,Saturday,38.83,0,6
2016-07-10,5.66,8.32,4.2,29.0,6.0,0.0,0.0,3.0,2016,7,Sunday,56.18,0,0
2016-07-11,6.33,1.703,3.0,19.312,9.0,0.0,4.0,6.2,2016,7,Monday,49.545,0,1
2016-07-12,5.67,2.67,4.0,27.2,14.0,0.0,3.0,4.0,2016,7,Tuesday,60.54,1,2
2016-07-13,6.218333333,7.0,5.0,26.4,11.0,0.0,3.0,2.0,2016,7,Wednesday,60.618333333,1,3
2016-07-14,2.34,2.363,5.0,12.4,3.0,0.0,3.0,5.0,2016,7,Thursday,33.103,0,4
2016-07-15,3.0,8.0,2.0,15.0,4.0,0.0,0.0,3.33,2016,7,Friday,35.33,0,5
2016-07-16,9.33,6.737,3.0,23.3,6.0,0.0,1.0,8.0,2016,7,Saturday,57.367,0,6
2016-07-17,9.01,4.01,3.0,26.65,3.0,0.0,7.0,4.0,2016,7,Sunday,56.67,0,0
2016-07-18,6.0,2.497,8.0,25.4,2.0,0.0,3.0,4.0,2016,7,Monday,50.897,0,1
2016-07-19,7.34,1.33,6.0,19.0,5.0,0.0,1.0,2.0,2016,7,Tuesday,41.67,0,2
2016-07-20,10.33,4.66,7.1,25.2,6.0,0.0,5.0,5.0,2016,7,Wednesday,63.29,1,3
2016-07-21,5.66,5.32,4.1,17.0,15.0,0.0,1.0,2.0,2016,7,Thursday,50.08,0,4
2016-07-22,3.33,1.66,7.0,14.0,4.0,0.0,0.0,2.0,2016,7,Friday,31.99,0,5
2016-07-23,4.66,5.49,2.1,15.0,6.0,0.0,0.0,5.0,2016,7,Saturday,38.25,0,6
2016-07-24,2.33,4.99,4.0,32.0,4.0,0.0,0.0,2.0,2016,7,Sunday,49.32,0,0
2016-07-25,13.0,3.33,7.0,22.0,9.0,0.0,4.0,4.0,2016,7,Monday,62.33,1,1
2016-07-26,8.32,2.66,1.0,10.0,16.0,0.0,0.0,2.0,2016,7,Tuesday,39.98,0,2
2016-07-27,3.0,6.33,4.15,10.0,4.0,1.0,9.0,2.0,2016,7,Wednesday,39.48,0,3
2016-07-28,9.67,3.99,4.0,22.5,12.0,1.0,5.0,3.0,2016,7,Thursday,61.16,1,4
2016-07-29,9.99,4.51,6.0,11.0,17.0,1.0,11.0,2.0,2016,7,Friday,62.5,1,5
2016-07-30,6.33,3.99,4.0,37.0,7.0,0.0,1.0,6.0,2016,7,Saturday,65.32,1,6
2016-07-31,6.0,5.01,4.5,22.0,5.0,0.0,0.0,4.0,2016,7,Sunday,46.51,0,0
2016-08-01,8.33,1.396,5.0,14.0,7.5,1.0,1.0,6.0,2016,8,Monday,44.226,0,1
2016-08-02,8.33,7.0,5.0,12.0,12.0,0.0,1.0,1.0,2016,8,Tuesday,46.33,0,2
2016-08-03,8.0,2.98,3.5,21.0,11.0,0.0,13.0,3.0,2016,8,Wednesday,62.48,1,3
2016-08-04,8.0,2.693,2.0,34.4,12.0,0.0,17.0,4.0,2016,8,Thursday,80.09299999999999,1,4
2016-08-05,10.33,3.42,3.7,21.0,24.0,0.0,24.0,1.3,2016,8,Friday,87.75,1,5
2016-08-06,3.0,3.662,5.0,20.0,33.0,0.0,1.0,2.0,2016,8,Saturday,67.662,1,6
2016-08-07,8.0,4.155,8.2,40.2,12.0,0.0,5.0,3.0,2016,8,Sunday,80.555,1,0
2016-08-08,8.34,5.99,5.5,15.0,36.0,0.0,1.0,4.0,2016,8,Monday,75.83,1,1
2016-08-09,6.33,4.66,7.0,29.0,26.0,1.0,2.0,4.0,2016,8,Tuesday,79.99000000000001,1,2
2016-08-10,11.34,2.99,7.0,24.1,11.0,0.0,3.0,2.0,2016,8,Wednesday,61.43,1,3
2016-08-11,5.67,3.66,0.0,25.0,1.0,0.0,0.0,2.0,2016,8,Thursday,37.33,0,4
2016-08-12,8.66,5.66,6.1,27.6,6.0,4.0,0.0,2.0,2016,8,Friday,60.02,1,5
2016-08-13,8.0,6.737,5.0,32.0,2.0,0.0,0.0,5.0,2016,8,Saturday,58.737,1,6
2016-08-14,5.0,4.857,4.5,18.21666667,2.0,0.0,7.0,0.0,2016,8,Sunday,41.57366667,0,0
2016-08-15,5.0,2.33,2.0,21.0,11.0,0.0,0.0,2.0,2016,8,Monday,43.33,0,1
2016-08-16,10.0,4.66,3.0,14.45,4.0,0.0,11.0,3.5,2016,8,Tuesday,50.61,0,2
2016-08-17,8.66,2.01,4.0,9.5,7.0,0.0,5.0,5.0,2016,8,Wednesday,41.17,0,3
2016-08-18,6.99,3.363,4.0,25.6,7.0,0.0,0.0,1.0,2016,8,Thursday,47.953,0,4
2016-08-19,1.0,4.33,0.6,27.0,12.0,0.0,0.0,4.0,2016,8,Friday,48.93,0,5
2016-08-20,4.33,2.99,6.0,26.2,1.0,0.0,0.0,6.0,2016,8,Saturday,46.52,0,6
2016-08-21,8.0,3.627,7.4,39.0,3.0,4.0,1.0,1.0,2016,8,Sunday,67.027,1,0
2016-08-22,3.34,3.386,0.0,23.2,3.0,0.0,0.0,6.0,2016,8,Monday,38.926,0,1
2016-08-23,3.0,3.066,4.0,14.7,7.0,1.0,0.0,1.2,2016,8,Tuesday,33.966,0,2
2016-08-24,9.33,3.487,8.0,11.3,2.0,0.0,0.0,3.0,2016,8,Wednesday,37.117,0,3
2016-08-25,4.33,2.67,8.0,19.4,4.0,1.0,4.0,5.0,2016,8,Thursday,48.4,0,4
2016-08-26,4.0,2.023,2.0,20.7,3.0,0.0,0.0,0.0,2016,8,Friday,31.723,0,5
2016-08-27,8.83,1.736,1.0,17.51666667,2.0,0.0,11.0,0.0,2016,8,Saturday,42.08266667,0,6
